Mod:Item:MetaData, Localized Name
hbm:ore_tektite_osmiridium, オスミリジウム注入テクタイト
hbm:gravel_obsidian, 粉砕された黒曜石
hbm:gravel_diamond, ダイヤモンドのつち
hbm:deco_titanium, チタニウムデコブロック
hbm:deco_red_copper, アカ銅デコブロック
hbm:deco_tungsten, タングステンデコブロック
hbm:deco_aluminium, アルミナムデコブロック
hbm:deco_steel, 鋼鉄デコブロック
hbm:deco_lead, 鉛デコブロック
hbm:deco_beryllium, ベリリウムデコブロック
hbm:deco_asbestos, 石綿の屋根
hbm:deco_rbmk, RBMKデコブロック
hbm:deco_rbmk_smooth, RBMKのなめらかなデコブロック
hbm:spinny_light, パトランプ
hbm:hazmat, 放射線防護服の生地のブロック
hbm:tape_recorder, テープレコーダー
hbm:steel_poles, 鋼鉄の柱
hbm:pole_top, アンテナ
hbm:pole_satellite_receiver, パラボラアンテナ
hbm:steel_wall, Steel Wall
hbm:steel_corner, Steel Wall Corner
hbm:steel_roof, Flat Steel Roof
hbm:steel_beam, 鋼鉄のポール
hbm:steel_scaffold, 鋼鉄の足場
hbm:steel_grate, 鋼鉄の格子床
hbm:deco_pipe, 鋼鉄パイプブロック
hbm:deco_pipe_rusted, 錆び付いた鋼鉄パイプブロック
hbm:deco_pipe_green, 緑色の鋼鉄パイプブロック
hbm:deco_pipe_green_rusted, 錆び付いた緑色の鋼鉄パイプブロック
hbm:deco_pipe_red, 赤色の鋼鉄パイプブロック
hbm:deco_pipe_marked, ガスパイプブロック
hbm:deco_pipe_rim, 縁付き鋼鉄パイプブロック (Rimmed)
hbm:deco_pipe_rim_rusted, 錆び付いた縁付き鋼鉄パイプブロック (Rimmed)
hbm:deco_pipe_rim_green, 緑色の縁付き鋼鉄パイプブロック (Rimmed)
hbm:deco_pipe_rim_green_rusted, 錆び付いた緑色の縁付き鋼鉄パイプブロック (Rimmed)
hbm:deco_pipe_rim_red, 赤色の縁付き鋼鉄パイプブロック (Rimmed)
hbm:deco_pipe_rim_marked, 縁付きガスパイプブロック (Rimmed)
hbm:deco_pipe_framed, 囲われた鋼鉄パイプブロック
hbm:deco_pipe_framed_rusted, 錆び付いた囲われた鋼鉄パイプブロック (Framed)
hbm:deco_pipe_framed_green, 緑色の囲われた鋼鉄パイプブロック (Framed)
hbm:deco_pipe_framed_green_rusted, 錆び付いた緑色の囲われた鋼鉄パイプブロック (Framed)
hbm:deco_pipe_framed_red, 赤色の囲われた鋼鉄パイプブロック (Framed)
hbm:deco_pipe_framed_marked, 囲われたガスパイプ
hbm:deco_pipe_quad, 鋼鉄パイプブロック (4本)
hbm:deco_pipe_quad_rusted, 錆び付いた鋼鉄パイプブロック (4本)
hbm:deco_pipe_quad_green, 緑色の鋼鉄パイプブロック (4本)
hbm:deco_pipe_quad_green_rusted, 錆び付いた緑色の鋼鉄パイプブロック (4本)
hbm:deco_pipe_quad_red, 赤色の鋼鉄パイプブロック (4本)
hbm:deco_pipe_quad_marked, ガスパイプブロック (4本)
hbm:mush, 光るキノコ
hbm:mush_block, 育った光るキノコ
hbm:mush_block_stem, 育った光るキノコの幹
hbm:block_waste, 放射性廃棄物ブロック
hbm:block_waste_painted, 塗装された放射性廃棄物ブロック
hbm:block_waste_vitrified, ガラス固化体ブロック
hbm:waste_mycelium, 光る菌糸
hbm:waste_earth, 枯れた草ブロック
hbm:waste_dirt, 汚染された土
hbm:waste_gravel, 汚染された砂利
hbm:waste_sandstone, 汚染された砂岩
hbm:waste_sand, 汚染された砂
hbm:waste_trinitite, トリニタイト鉱石
hbm:waste_sandstone_red, 汚染された赤砂岩
hbm:waste_sand_red, 汚染された赤い砂
hbm:waste_trinitite_red, トリニタイト鉱石
hbm:waste_terracotta, 汚染されたテラコッタ
hbm:waste_log, 焦げた原木
hbm:waste_planks, 焦げた木材
hbm:waste_leaves, 汚染された葉
hbm:waste_grass_tall, 枯れた草
hbm:plant_dead_generic, 枯れた草
hbm:plant_dead_grass, 枯れた草
hbm:plant_dead_flower, 枯れた花
hbm:plant_dead_big_flower, 枯れた花
hbm:plant_dead_fern, 枯れたシダ
hbm:dirt_dead, 枯れた槌
hbm:dirt_oily, 油染みた槌
hbm:sand_dirty, 油染みた砂
hbm:sand_dirty_red, 油染みた赤砂
hbm:stone_cracked, ひび割れた石
hbm:frozen_grass, 凍てついた草ブロック
hbm:frozen_log, 凍てついた原木
hbm:frozen_planks, 凍てついた木材
hbm:frozen_dirt, 凍てついた土
hbm:waste_snow, 汚染された雪
hbm:waste_snow_block, 汚染された雪の塊
hbm:waste_ice, 汚染された氷
hbm:fallout, 放射性降下物 (フォールアウト)
hbm:block_fallout, 放射性降下物ブロック
hbm:block_boron, ホウ素ブロック
hbm:block_lanthanium, ランサニウムブロック
hbm:block_ra226, ラジウム226ブロック
hbm:block_radspice, ニオヴリンブロック
hbm:block_actinium, アクチニウムブロック
hbm:block_tritium, トリチウムセルブロック
hbm:block_smore, スモアブロック
hbm:sellafield_slaked, 弱性セラファイト
hbm:sellafield_0, セラファイト
hbm:sellafield_1, 高温セラファイト
hbm:sellafield_2, 超高温セラファイト
hbm:sellafield_3, 炎上セラファイト
hbm:sellafield_4, 業火セラファイト
hbm:sellafield_core, コアリウムセラファイト
hbm:baleonitite_slaked, 弱性べーレオニタイト
hbm:baleonitite_0, べーレオニタイト
hbm:baleonitite_1, 高温べーレオニタイト
hbm:baleonitite_2, 超高温べーレオニタイト
hbm:baleonitite_3, 炎上べーレオニタイト
hbm:baleonitite_4, 業火べーレオニタイト
hbm:baleonitite_core, コアリウムべーレオニタイト
hbm:geysir_water, 水の間欠泉
hbm:geysir_chlorine, 塩素の間欠泉
hbm:geysir_vapor, 水蒸気の間欠泉
hbm:geysir_nether, マグマの間欠泉
hbm:block_yellowcake, イエローケーキブロック
hbm:block_starmetal, §9スターメタルブロック§r
hbm:block_polymer, ポリマーブロック
hbm:block_bakelite, フェノール樹脂ブロック
hbm:block_rubber, ゴムブロック
hbm:block_asbestos, 石綿ブロック
hbm:block_cobalt, コバルトブロック
hbm:block_lithium, リチウムブロック
hbm:block_zirconium, ジルコニウムブロック
hbm:block_insulator, 断熱材ロール
hbm:block_fiberglass, ガラス繊維ロール
hbm:block_white_phosphorus, 白リンブロック
hbm:block_red_phosphorus, 赤リンブロック
hbm:block_foam, Foam
hbm:block_lignite, 亜炭ブロック
hbm:block_coke, コークスブロック
hbm:block_coal_infernal, 業火炭ブロック
hbm:block_solid_fuel, 固形燃料ブロック
hbm:block_solid_fuel_presto, Block of Presto Logs
hbm:block_solid_fuel_presto_triplet, Block of Boosted Presto Logs
hbm:block_graphite, 黒鉛ブロック
hbm:block_graphite_drilled, Drilled Graphite
hbm:block_graphite_fuel, Pile Fuel
hbm:block_graphite_plutonium, Pile Fuel (Bred)
hbm:block_graphite_rod, Pile Control Rod
hbm:block_graphite_source, Pile Neutron Source
hbm:block_reiium, レイイウムブロック
hbm:block_weidanium, ウィダニウムブロック
hbm:block_australium, オーストラリウムブロック
hbm:block_verticium, バーティシウムブロック
hbm:block_unobtainium, アンオブタニウムブロック
hbm:block_daffergon, Block of Daffergon
hbm:depth_brick, 深層レンガ
hbm:depth_tiles, 深層タイル
hbm:depth_nether_brick, ネザー深層レンガ
hbm:depth_nether_tiles, ネザー深層タイル
hbm:depth_dnt, DNT強化深層レンガ
hbm:stone_porous, 多孔質の石
hbm:basalt, 玄武岩
hbm:basalt_sulfur, 硫黄豊富の玄武岩
hbm:basalt_fluorite, 蛍石豊富の玄武岩
hbm:basalt_asbestos, 石綿豊富の玄武岩
hbm:basalt_gem, 火山ジェム豊富の玄武岩
hbm:basalt_smooth, なめらかな玄武岩
hbm:basalt_brick, 玄武岩レンガ
hbm:basalt_polished, 磨かれた玄武岩
hbm:basalt_tiles, 玄武岩タイル
hbm:block_cap_nuka, ニューカコーラのキャップのブロック
hbm:block_cap_quantum, ニューカコーラクオンタムのキャップのブロック
hbm:block_cap_rad, Block of S~Cola RAD Bottle Caps
hbm:block_cap_sparkle, Block of S~Cola Bottle Caps
hbm:block_cap_korl, コールのキャップのブロック
hbm:block_cap_fritz, フリッズコーラのキャップのブロック
hbm:block_cap_sunset, サンセットサルサパリラのキャップのブロック
hbm:block_cap_star, サンセットサルサパリラのキャップのブロック
hbm:nuke_gadget, ガジェット
hbm:nuke_boy, リトルボーイ
hbm:nuke_man, ファットマン
hbm:nuke_mike, アイビーマイク
hbm:nuke_tsar, ツァーリボンバ
hbm:nuke_fleija, F.L.E.I.J.A.
hbm:nuke_prototype, ザ・プロトタイプ
hbm:nuke_solinium, ブルーリンス
hbm:nuke_n2, N² Mine
hbm:nuke_fstbmb, ベールファイア爆弾
hbm:nuke_custom, カスタム爆弾
hbm:bomb_multi, 多目的爆弾
hbm:crashed_bomb, 不発
hbm:fireworks, 花火ブロック
hbm:mine_ap, 対人地雷
hbm:mine_he, 対戦車地雷
hbm:mine_shrap, 破片拡散地雷
hbm:mine_fat, ファット地雷
hbm:flame_war, 箱詰め炎戦争
hbm:float_bomb, 浮遊爆弾
hbm:emp_bomb, 電磁パルスデバイス
hbm:therm_endo, 吸熱爆弾
hbm:therm_exo, 発熱爆弾
hbm:det_cord, 導爆線ブロック
hbm:det_miner, 採掘チャージ
hbm:det_charge, 爆発チャージ
hbm:block_semtex, セムテックスブロック
hbm:det_n2, N²チャージ
hbm:det_nuke, 原爆チャージ
hbm:det_bale, ベールファイアチャージ
hbm:red_barrel, 爆破たる
hbm:pink_barrel, ケロシンたる
hbm:yellow_barrel, 放射性廃棄物のたる
hbm:vitrified_barrel, ガラス化した放射性廃棄物のドラム缶
hbm:lox_barrel, 液体酸素たる
hbm:taint_barrel, IMP Residue Barrel
hbm:red_cable, アカ銅ケーブル
hbm:red_wire_coated, アカ銅ケーブルブロック
hbm:red_wire_sealed, 放射線遮蔽型アカ銅ケーブルブロック
hbm:cable_switch, ブレーカーブロック
hbm:cable_detector, レッドストーン式ブレーカーブロック
hbm:machine_detector, ケーブルセンサー
hbm:cable_diode, ダイオードブロック
hbm:red_cable_gauge, パワーゲージ
hbm:red_pylon, 電柱
hbm:red_pylon_large, 送電塔
hbm:substation, 送電塔変電所
hbm:barrel_plastic, 安全第一たる™
hbm:barrel_corroded, 溶けたる
hbm:barrel_iron, 鉄のたる
hbm:barrel_steel, 鋼鉄のたる
hbm:barrel_tcalloy, テクネチウム鋼たる
hbm:barrel_antimatter, 磁気反物質たる
hbm:machine_uf6_tank, 六フッ化ウラニウム用タンク
hbm:machine_puf6_tank, 六フッ化プルトニウム用タンク
hbm:machine_fluidtank, タンク
hbm:machine_bat9000, クソデカタンク
hbm:machine_orbus, 大型磁気タンク
hbm:machine_armor_table, 防具改良作業台
hbm:turret_light, Light Machine Gun Turret
hbm:turret_heavy, Heavy Machine Gun Turret
hbm:turret_rocket, Rocket Turret
hbm:turret_flamer, Flamethrower Turret
hbm:turret_tau, Tauon Turret
hbm:turret_spitfire, Heavy Artillery Turret
hbm:turret_cwis, Phalanx Mk-15 CIWS
hbm:turret_cheapo, Cheapo Gatling Sentry
hbm:turret_chekhov, Heavy Machine Gun Turret "Chekhov's Gun"
hbm:turret_friendly, Chaingun Turret "Mister Friendly"
hbm:turret_jeremy, Autocannon Turret "Jeremy"
hbm:turret_tauon, XVL1456 Prototype Turret "Tauon"
hbm:turret_richard, Rocket Launcher Turret "Richard"
hbm:turret_howard, Goalkeeper Twin Chaingun CIWS "Howard"
hbm:turret_howard_damaged, Goalkeeper Twin Chaingun CIWS "Methusalem"
hbm:turret_maxwell, High-Energy MASER Turret "Maxwell"
hbm:turret_fritz, Heavy Flamethrower Turret "Fritz"
hbm:turret_brandon, tile.turret_brandon.name
hbm:rail_highspeed, 高速レール
hbm:rail_booster, 高速ブースターレール
hbm:machine_siren, サイレン
hbm:broadcaster_pc, 破損した放送機
hbm:geiger, 設置式ガイガーカウンター
hbm:fence_metal, チェーンリンクフェンス
hbm:ash_digamma, 灰
hbm:sand_boron, ホウ素の砂
hbm:sand_lead, 鉛の砂
hbm:sand_uranium, ウラニウムの砂
hbm:sand_polonium, ポロニウムの砂
hbm:sand_quartz, ネザークオーツの砂
hbm:sand_gold, 金の砂
hbm:sand_gold198, 金198の砂
hbm:glass_uranium, ウラニウムのガラス
hbm:glass_trinitite, トリニタイトのガラス
hbm:glass_polonium, ポロニウムのガラス
hbm:glass_boron, ホウ素のガラス
hbm:glass_lead, 鉛のガラス
hbm:glass_ash, 灰のガラス
hbm:glass_quartz, ネザークオーツのガラス
hbm:seal_frame, サイロドアフレーム
hbm:seal_controller, サイロドアフレームコア
hbm:seal_hatch, サイロドア
hbm:silo_hatch, サイロハッチ
hbm:vault_door, 金庫室の対爆ドア
hbm:blast_door, スライド式対爆ドア
hbm:sliding_blast_door, 横スライド対爆ドア
hbm:sliding_blast_door_2, 横スライド対爆ドア
hbm:sliding_blast_door_keypad, tile.sliding_blast_door_keypad.name
hbm:small_hatch, 小型ハッチ
hbm:sliding_seal_door, スライドメタルドア
hbm:sliding_gate_door, 小型QE収容ドア
hbm:qe_containment, QE収容ドア
hbm:qe_sliding, QEスライドドア
hbm:fire_door, 防火扉
hbm:water_door, 水道のドア
hbm:large_vehicle_door, 大型車両用ドア
hbm:round_airlock_door, 円状エアロックドア
hbm:secure_access_door, セキュリティドア
hbm:transition_seal, Transition Seal
hbm:keypad_test, tile.keypad_test.name
hbm:barbed_wire, 有刺鉄線
hbm:barbed_wire_fire, 炎上有刺鉄線
hbm:barbed_wire_poison, 猛毒有刺鉄線
hbm:barbed_wire_acid, 酸性有刺鉄線
hbm:barbed_wire_wither, ウィザー有刺鉄線
hbm:barbed_wire_ultradeath, クラウド有刺鉄線
hbm:spikes, 針山
hbm:crate, かご
hbm:crate_weapon, Weapon Crate
hbm:crate_lead, Hazmat Crate
hbm:crate_metal, Machine Crate
hbm:crate_red, Red Crate
hbm:crate_iron, 鉄のボックス
hbm:crate_steel, 鋼鉄のボックス
hbm:crate_desh, デッシュボックス
hbm:crate_tungsten, タングステンボックス
hbm:crate_can, Conserve Crate
hbm:crate_jungle, Enargite Crate
hbm:crate_ammo, スターメタルボックス
hbm:safe, 金庫
hbm:machine_keyforge, 鍵冶台
hbm:machine_solar_boiler, 太陽光ボイラー
hbm:solar_mirror, 太陽光ボイラーミラー
hbm:machine_telelinker, Turret Telemetry Linker
hbm:machine_satlinker, サテライトIDマネージャー
hbm:sat_dock, 貨物ロケット発着台
hbm:soyuz_capsule, 貨物着陸カプセル
hbm:book_guide, ガイド (Old)
hbm:machine_boiler_off, ボイラー
hbm:machine_boiler_on, ボイラー
hbm:machine_boiler_electric_off, 電気式ボイラー
hbm:machine_boiler_electric_on, 電気式ボイラー
hbm:machine_boiler_rtg_off, RTG式ボイラー
hbm:machine_boiler_rtg_on, RTG式ボイラー
hbm:machine_battery_potato, ジャガイモ電池ブロック
hbm:machine_battery, エネルギー貯蔵ブロック
hbm:machine_lithium_battery, リチウムイオンエネルギー貯蔵ブロック
hbm:machine_desh_battery, デッシュ製エネルギー貯蔵ブロック
hbm:machine_saturnite_battery, サターナイトエネルギー貯蔵ブロック
hbm:machine_schrabidium_battery, シュラビジウムエネルギー貯蔵ブロック
hbm:machine_euphemium_battery, ユーフェミウム製エネルギー貯蔵ブロック
hbm:machine_radspice_battery, ニオヴリン製エネルギー貯蔵ブロック
hbm:machine_dineutronium_battery, スパーク製エネルギー貯蔵ブロック
hbm:machine_electronium_battery, エレクトロニウム製エネルギー貯蔵ブロック
hbm:machine_fensu, FEnSU
hbm:machine_transformer, Charger (Up)
hbm:machine_transformer_20, Charger (Down)
hbm:machine_transformer_dnt, DNT Charger (Up)
hbm:machine_transformer_dnt_20, DNT Charger (Down)
hbm:machine_converter_he_rf, HE => RF 変換器
hbm:machine_converter_rf_he, RF => HE 変換器
hbm:machine_press, バーナープレス機
hbm:machine_epress, 電動プレス機
hbm:machine_difurnace_on, 溶解炉
hbm:machine_difurnace_off, 溶解炉
hbm:machine_difurnace_ext, 溶解炉の拡張
hbm:machine_difurnace_rtg_on, RTG式溶解炉
hbm:machine_difurnace_rtg_off, RTG式溶解炉
hbm:machine_coal_off, 火力発電機
hbm:machine_coal_on, 火力発電機
hbm:machine_diesel, 液体燃料エンジン発電機
hbm:machine_industrial_generator, Industrial Generator
hbm:machine_generator, 原子炉
hbm:machine_reactor_small, Nuclear Reactor
hbm:machine_controller, 原子炉遠隔操作ブロック
hbm:machine_reactor, 増殖炉
hbm:machine_reactor_on, 増殖炉
hbm:rbmk_blank, RBMK部
hbm:rbmk_rod, RBMK燃料部
hbm:rbmk_rod_mod, RBMK減速材付燃料部
hbm:rbmk_rod_reasim, RBMK燃料部 ReaSim
hbm:rbmk_rod_reasim_mod, RBMK減速材付燃料部 ReaSim
hbm:rbmk_control, RBMK制御部
hbm:rbmk_control_mod, RBMK減速材付制御部
hbm:rbmk_control_auto, RBMK自動制御部
hbm:rbmk_boiler, RBMKボイラー部
hbm:rbmk_heater, RBMK多目的ボイラー部
hbm:rbmk_reflector, RBMK反射部
hbm:rbmk_absorber, RBMK吸収部
hbm:rbmk_moderator, RBMK減速部
hbm:rbmk_outgasser, RBMK核変換部
hbm:rbmk_cooler, RBMK緊急用フリーザー
hbm:rbmk_storage, RBMK貯蔵部
hbm:rbmk_console, RBMK操作端末
hbm:rbmk_crane_console, RBMKクレーン端末
hbm:rbmk_loader, RBMK下流体ポート
hbm:rbmk_steam_inlet, RBMK ReaSimルール専用 給水ポート
hbm:rbmk_steam_outlet, RBMK ReaSimルール専用 超高圧蒸気ポート
hbm:pribris, RBMKの残骸
hbm:pribris_burning, 燃え盛るRBMKの残骸
hbm:pribris_radiating, くすぶるRBMKの残骸
hbm:pribris_digamma, 黒ずんだRBMKの残骸
hbm:block_corium, 炉心溶融物
hbm:block_corium_cobble, 炉心溶融砂利
hbm:machine_assembler, 組立機
hbm:machine_chemplant, 化学プラント
hbm:machine_chemfac, 化学ファクトリー
hbm:machine_mixer, 産業用ミキサー
hbm:machine_rtg_grey, RTG発電機
hbm:machine_turbine, 小型タービン
hbm:machine_large_turbine, 産業用大型タービン
hbm:machine_chungus, リヴァイアサン超大型タービン
hbm:machine_condenser, 復水器
hbm:machine_tower_small, 予備冷却塔
hbm:machine_tower_large, 冷却塔
hbm:machine_deuterium_extractor, 重水素抽出機
hbm:machine_deuterium_tower, 重水素抽出タワー
hbm:anvil_iron, 鉄フォージ
hbm:anvil_lead, 鉛フォージ
hbm:anvil_steel, 鋼鉄フォージ
hbm:anvil_meteorite, メテオライトフォージ
hbm:anvil_starmetal, スターメタルフォージ
hbm:anvil_ferrouranium, フェロウラニウムフォージ
hbm:anvil_bismuth, ビスマス-209フォージ
hbm:anvil_schrabidate, シュラビ化鉄フォージ
hbm:anvil_dnt, ダイニュートロニウムフォージ
hbm:anvil_osmiridium, オスミリジウムフォージ
hbm:anvil_murky, 濁ったフォージ
hbm:conveyor, コンベア
hbm:conveyor_double, ダブルレーンコンベアベルト
hbm:conveyor_triple, トリプルレーンコンベヤベルト
hbm:conveyor_express, 特急コンベア
hbm:conveyor_chute, コンベヤシュート
hbm:conveyor_lift, コンベヤチェーンリフト
hbm:crane_ejector, コンベア出荷機
hbm:crane_inserter, コンベア収集機
hbm:crane_splitter, コンベヤースプリッター
hbm:crane_boxer, コンベヤボクサー
hbm:crane_unboxer, コンベアアンボクサー
hbm:crane_router, コンベヤーソーター
hbm:crane_grabber, コンベヤーグラバー
hbm:machine_nuke_furnace_off, 原子力かまど
hbm:machine_nuke_furnace_on, 原子力かまど
hbm:machine_rtg_furnace_off, RTG式かまど
hbm:machine_rtg_furnace_on, RTG式かまど
hbm:machine_selenium, 星型エンジン発電機
hbm:launch_pad, ミサイル発射台
hbm:machine_centrifuge, 遠心分離機
hbm:machine_gascent, 流体用遠心分離機
hbm:machine_silex, レーザー同位体分離器 (SILEX)
hbm:machine_fel, フリーエレクトロンレーザー (FEL)
hbm:machine_crystallizer, アシダイザー
hbm:machine_shredder, 粉砕機
hbm:machine_waste_drum, 使用済燃料プールドラム缶
hbm:machine_storage_drum, 核廃棄物処理ドラム缶
hbm:machine_well, 原油デリック
hbm:machine_pumpjack, 原油ポンプジャック
hbm:machine_fracking_tower, 水圧破砕タワー
hbm:oil_pipe, Crude Oil Extraction Pipe
hbm:machine_flare, ガスフレア
hbm:drill_pipe, Drill Pipe
hbm:machine_excavator, 掘削機
hbm:machine_mining_laser, マイニングレーザー
hbm:barricade, サンドバッグ
hbm:machine_turbofan, ターボファンエンジン発電機
hbm:machine_schrabidium_transmutator, シュラビジウム核変換機
hbm:machine_combine_factory, CMB鋼ファーネス
hbm:machine_teleporter, Teleporter
hbm:field_disturber, フォルクヴァングルフィールド ジャミング器
hbm:machine_forcefield, フォースフィールド発生器
hbm:machine_radar, レーダー
hbm:radiobox, FM Transmitter
hbm:radiorec, 壊れたFMラジオ
hbm:bm_power_box, ブラック・メサ電源スイッチ
hbm:tesla, テスラコイル
hbm:machine_fraction_tower, 蒸留塔
hbm:fraction_spacer, 蒸留塔の区切り
hbm:machine_catalytic_cracker, 接触分解タワー
hbm:machine_refinery, 石油リファイナリー
hbm:machine_electric_furnace_off, IHかまど
hbm:machine_electric_furnace_on, IHかまど
hbm:machine_arc_furnace_off, アーク炉かまど
hbm:machine_arc_furnace_on, アーク炉かまど
hbm:machine_microwave, 電子レンジィ
hbm:machine_cyclotron, サイクロトロン
hbm:machine_radgen, 放射性物質エンジン発電機
hbm:heater_firebox, ファイヤーボックスオーブン
hbm:heater_oven, 加熱オーブン
hbm:heater_oilburner, バーナーオーブン
hbm:heater_electric, IHオーブン
hbm:heater_heatex, 熱交換オーブン
hbm:heater_rt, 放射性同位体熱オーブン
hbm:furnace_iron, 鉄の溶鉱炉
hbm:furnace_steel, 鋼鉄の溶鉱炉
hbm:heat_boiler, 大型ボイラー
hbm:radsensor, 放射線センサー
hbm:machine_amgen, 環境放射線発電機
hbm:machine_geo, 地熱発電ブロック
hbm:machine_minirtg, Radio Isotope Cell
hbm:rtg_polonium, プルトニウム同位体電池
hbm:machine_spp_bottom, ZPE Potential Generator (Bottom)
hbm:machine_spp_top, ZPE Potential Generator (Top)
hbm:marker_structure, マルチブロックガイド
hbm:muffler, 防音壁
hbm:struct_launcher, 発射台パーツ
hbm:struct_scaffold, 発射台の土台
hbm:struct_launcher_core, コンパクト発射台コア
hbm:struct_launcher_core_large, 大型発射台コア
hbm:struct_soyuz_core, ソユーズ発射台コア
hbm:struct_iter_core, I.T.E.R. コア
hbm:struct_plasma_core, プラズマヒーターコア
hbm:factory_titanium_hull, ベーシックファクトリーケース
hbm:factory_titanium_furnace, ベーシックファクトリー操作ハッチ
hbm:factory_titanium_conductor, ベーシックファクトリー電力ポート
hbm:factory_titanium_core, ベーシックファクトリーコア
hbm:factory_advanced_hull, アドバンスファクトリーケース
hbm:factory_advanced_furnace, アドバンスファクトリー操作ハッチ
hbm:factory_advanced_conductor, アドバンスファクトリー電力ポート
hbm:factory_advanced_core, アドバンスファクトリーコア
hbm:reactor_element, リアクター核分裂チャンバー
hbm:reactor_control, リアクター制御棒
hbm:reactor_hatch, リアクター操作端末ハッチ
hbm:reactor_ejector, リアクター廃棄物自動排出ハッチ
hbm:reactor_inserter, リアクター核燃料自動挿入ハッチ
hbm:reactor_conductor, リアクターボイラー
hbm:reactor_computer, リアクターコア
hbm:fusion_conductor, I.T.E.R. 超伝導体
hbm:fusion_center, I.T.E.R. 磁気モーターの軸
hbm:fusion_motor, I.T.E.R. 磁気モーターパーツ
hbm:fusion_heater, プラズマヒーター
hbm:fusion_hatch, Fusion Reactor Access Hatch
hbm:fusion_core_block, Fusion Reactor Control
hbm:plasma, Plasma
hbm:iter, Fusion Reactor
hbm:plasma_heater, Plasma Heater
hbm:watz_element, ワッズ核分裂チャンバー
hbm:watz_control, ワッズ強化制御棒
hbm:watz_cooler, ワッズ炉心スーパークーラー
hbm:watz_end, ワッズ補強板
hbm:watz_hatch, ワッズ操作端末ハッチ
hbm:watz_conductor, ワッズ電力ポート
hbm:watz_core, ワッズ発電所コア
hbm:fwatz_conductor, S.A.F.E. Superconducting Magnet Hull
hbm:fwatz_cooler, Regenerative Coolant Fluid Tank Radiator
hbm:fwatz_tank, Regenerative Coolant Fluid Tank
hbm:fwatz_scaffold, S.A.F.E. Structural Support
hbm:fwatz_hatch, S.A.F.E. Plant Access Hatch
hbm:fwatz_computer, Singularity-Anti-Fusion-Experiment Matrix
hbm:fwatz_core, Singularity-Anti-Fusion-Experiment Reactor (S.A.F.E.)
hbm:fwatz_plasma, Fusionary Antischrabidium Plasma
hbm:ams_base, AMS Base [Old]
hbm:ams_emitter, AMS Emitter [Old]
hbm:ams_limiter, AMS Stabilizer [Old]
hbm:dfc_emitter, DFC エミッター
hbm:dfc_injector, DFC 燃料インジェクター
hbm:dfc_receiver, DFC レシーバー
hbm:dfc_stabilizer, DFC スタビライザー
hbm:dfc_core, DFC コア
hbm:uu_gigafactory, UU-Matter Gigafactory
hbm:hadron_plating, ハドロン加速器のケース
hbm:hadron_plating_blue, 青色のハドロン加速器のケース
hbm:hadron_plating_black, 黒色のハドロン加速器のケース
hbm:hadron_plating_yellow, 黄色のハドロン加速器のケース
hbm:hadron_plating_striped, トラ柵柄のハドロン加速器のケース
hbm:hadron_plating_voltz, VOLTZマークのハドロン加速器のケース
hbm:hadron_plating_glass, ガラスのハドロン加速器のケース
hbm:hadron_coil_alloy, 高電圧超電導コイル
hbm:hadron_coil_gold, 高電圧ゴールドコイル
hbm:hadron_coil_neodymium, 高電圧ネオジムコイル
hbm:hadron_coil_magtung, 高電圧4000K耐熱超電導コイル
hbm:hadron_coil_schrabidium, 高電圧シュラビジウムコイル
hbm:hadron_coil_schrabidate, 高電圧シュラビ化鉄コイル
hbm:hadron_coil_starmetal, 高電圧スターメタルコイル
hbm:hadron_coil_chlorophyte, 高電圧クロロファイトコイル
hbm:hadron_coil_mese, Dense Mese Coil
hbm:hadron_diode, ハドロン加速器の粒子ダイオード
hbm:hadron_analysis, ハドロン加速器の解析チャンバーのケース
hbm:hadron_analysis_glass, ガラスの加速器の解析チャンバーのケース
hbm:hadron_access, ハドロン加速器の操作端末
hbm:hadron_core, ハドロン加速器コア
hbm:hadron_power, ハドロン加速器のケースのコイル充電プラグ
hbm:machine_missile_assembly, ミサイル組立台
hbm:compact_launcher, コンパクト発射台
hbm:launch_table, 大型発射台
hbm:soyuz_launcher, Soyuz Launch Platform
hbm:deco_sat_mapper, Surface Mapping Satellite (Deco Block)
hbm:deco_sat_radar, Radar Survey Satellite (Deco Block)
hbm:deco_sat_scanner, Satellite with Depth-Resource Scanning Module (Deco Block)
hbm:deco_sat_laser, Orbital Death Ray (Deco Block)
hbm:deco_sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion (Deco Block)
hbm:deco_sat_resonator, Xenium Resonator Satellite (Deco Block)
hbm:absorber, 放射線吸収器
hbm:absorber_red, 改良放射線吸収器
hbm:absorber_green, アドバンス放射線吸収器
hbm:absorber_pink, エリート放射線吸収器
hbm:decon, 放射線除染ブロック
hbm:decon_digamma, ディガンマ除染ブロック
hbm:volcano_core, Volcano Core
hbm:taint, テイント
hbm:residue, クラウド残留物
hbm:vent_chlorine, Poison Vent
hbm:vent_cloud, Cloud Vent
hbm:vent_pink_cloud, Pink Cloud Vent
hbm:vent_chlorine_seal, Chlorine Seal
hbm:chlorine_gas, 塩素ガス
hbm:gas_radon, ラドンガス
hbm:gas_radon_dense, 高密ラドンガス
hbm:gas_radon_tomb, 古代のガス
hbm:gas_monoxide, 一酸化炭素
hbm:gas_asbestos, 舞う石綿粒子
hbm:gas_coal, 舞う炭塵
hbm:gas_flammable, 可燃ガス
